YMD,PM10,PM2.5
2020-10-25 21:00:00,NA,NA
2020-10-25 22:00:00,NA,NA
2020-10-25 23:00:00,NA,NA
2020-10-26 00:00:00,NA,NA
2020-10-26 01:00:00,NA,NA
2020-10-26 02:00:00,NA,NA
2020-10-26 03:00:00,NA,NA
2020-10-26 04:00:00,NA,NA
2020-10-26 05:00:00,NA,NA
2020-10-26 06:00:00,NA,NA
2020-10-26 07:00:00,NA,NA
2020-10-26 08:00:00,NA,NA
2020-10-26 09:00:00,NA,NA
2020-10-26 10:00:00,NA,NA
2020-10-26 11:00:00,NA,NA
2020-10-26 12:00:00,NA,NA
2020-10-26 13:00:00,NA,NA
2020-10-26 14:00:00,NA,NA
2020-10-26 15:00:00,NA,NA
2020-10-26 16:00:00,NA,NA
2020-10-26 17:00:00,NA,NA
2020-10-26 18:00:00,NA,NA
2020-10-26 19:00:00,NA,NA
2020-10-26 20:00:00,NA,NA
2020-10-26 21:00:00,NA,NA
2020-10-26 22:00:00,NA,NA
2020-10-26 23:00:00,NA,NA
2020-10-27 00:00:00,NA,NA
2020-10-27 01:00:00,NA,NA
2020-10-27 02:00:00,NA,NA
2020-10-27 03:00:00,NA,NA
2020-10-27 04:00:00,NA,NA
2020-10-27 05:00:00,NA,NA
2020-10-27 06:00:00,NA,NA
2020-10-27 07:00:00,NA,NA
2020-10-27 08:00:00,NA,NA
2020-10-27 09:00:00,NA,NA
2020-10-27 10:00:00,NA,NA
2020-10-27 11:00:00,NA,NA
2020-10-27 12:00:00,NA,NA
2020-10-27 13:00:00,NA,NA
2020-10-27 14:00:00,NA,NA
2020-10-27 15:00:00,NA,NA
2020-10-27 16:00:00,NA,NA
2020-10-27 17:00:00,NA,NA
2020-10-27 18:00:00,NA,NA
2020-10-27 19:00:00,NA,NA
2020-10-27 20:00:00,NA,NA
2020-10-27 21:00:00,NA,NA
2020-10-27 22:00:00,NA,NA
2020-10-27 23:00:00,NA,NA
2020-10-28 00:00:00,NA,NA
2020-10-28 01:00:00,NA,NA
2020-10-28 02:00:00,NA,NA
2020-10-28 03:00:00,NA,NA
2020-10-28 04:00:00,NA,NA
2020-10-28 05:00:00,NA,NA
2020-10-28 06:00:00,NA,NA
2020-10-28 07:00:00,NA,NA
2020-10-28 08:00:00,NA,NA
2020-10-28 09:00:00,NA,NA
2020-10-28 10:00:00,NA,NA
2020-10-28 11:00:00,NA,NA
2020-10-28 12:00:00,NA,NA
2020-10-28 13:00:00,NA,NA
2020-10-28 14:00:00,NA,NA
2020-10-28 15:00:00,NA,NA
2020-10-28 16:00:00,NA,NA
2020-10-28 17:00:00,NA,NA
2020-10-28 18:00:00,NA,NA
2020-12-24 10:00:00,5.285262962962963,3.823062962962963
2020-12-24 11:00:00,5.08441,3.4309266666666667
2020-12-24 12:00:00,2.948465,2.8539966666666667
2020-12-24 13:00:00,2.3312833333333334,2.3098183333333333
2020-12-24 14:00:00,1.5589633333333333,1.52372
2020-12-24 15:00:00,1.2393133333333333,1.229405
2020-12-24 16:00:00,1.147465,1.14017
2020-12-24 17:00:00,0.9667766666666666,0.95614999999999994
2020-12-24 18:00:00,0.71875,0.71271
2020-12-24 19:00:00,0.995,0.9823716666666666
2020-12-24 20:00:00,1.073955,1.065245
2020-12-24 21:00:00,0.98527,0.9743716666666666
2020-12-24 22:00:00,1.232115,1.2137283333333333
2020-12-24 23:00:00,1.1812166666666666,1.1517533333333334
2020-12-25 00:00:00,0.8066775862068966,0.7812155172413793
2020-12-25 01:00:00,0.9111423728813559,0.8953169491525423
2020-12-25 02:00:00,0.5434966666666666,0.5279783333333333
2020-12-25 03:00:00,0.8223016666666667,0.7971733333333333
2020-12-25 04:00:00,0.49652999999999997,0.47004833333333335
2020-12-25 05:00:00,0.6992533333333333,0.68004
2020-12-25 06:00:00,0.3813916666666667,0.372645
2020-12-25 07:00:00,0.41494,0.4088116666666667
2020-12-25 08:00:00,0.4475516666666667,0.427415
2020-12-25 09:00:00,1.4518016666666667,1.43257
2020-12-25 10:00:00,1.1800322033898305,1.1592016949152542
2020-12-25 11:00:00,0.31997333333333333,0.31159166666666666
2020-12-25 12:00:00,0.419575,0.40277166666666664
2020-12-25 13:00:00,0.5168966666666667,0.5099166666666667
2020-12-25 14:00:00,0.35573333333333335,0.345455
2020-12-25 15:00:00,0.2778816666666667,0.267745
2020-12-25 16:00:00,0.40437,0.39734166666666665
2020-12-25 17:00:00,0.5680966666666667,0.5608583333333333
2020-12-25 18:00:00,0.7496033333333333,0.7347416666666666
2020-12-25 19:00:00,0.6219633333333333,0.612025
2020-12-25 20:00:00,0.7432316666666666,0.733005
2020-12-25 21:00:00,1.0277983333333334,1.0146016666666666
2020-12-25 22:00:00,1.2048583333333334,1.19615
2020-12-25 23:00:00,1.2948516666666667,1.2895883333333333
2020-12-26 00:00:00,1.2705916666666666,1.269055
2020-12-26 01:00:00,1.18122,1.1753266666666666
2020-12-26 02:00:00,1.139635,1.1271849999999999
2020-12-26 03:00:00,1.140095,1.12782
2020-12-26 04:00:00,1.20177,1.1957633333333333
2020-12-26 05:00:00,1.182145,1.1755766666666667
2020-12-26 06:00:00,1.1605416666666666,1.1509416666666668
2020-12-26 07:00:00,1.4852733333333332,1.473205
2020-12-26 08:00:00,1.7167716666666666,1.701745
2020-12-26 09:00:00,1.8503366666666667,1.8356766666666666
2020-12-26 10:00:00,1.6248716666666667,1.6170266666666666
2020-12-26 11:00:00,1.0864266666666667,1.03911
2020-12-26 12:00:00,0.9667683333333333,0.9650583333333334
2020-12-26 13:00:00,0.94067,0.9305266666666667
2020-12-26 14:00:00,1.225875,1.2119216666666666
2020-12-26 15:00:00,1.4219166666666667,1.415615
2020-12-26 16:00:00,1.5335066666666666,1.49308
2020-12-26 17:00:00,1.6132983333333333,1.564935
2020-12-26 18:00:00,1.4953358490566038,1.4915716981132077
2020-12-26 19:00:00,1.6676466666666667,1.6646133333333333
2020-12-26 20:00:00,1.9806633333333334,1.9621633333333333
2020-12-26 21:00:00,2.0325233333333332,2.0236183333333333
2020-12-26 22:00:00,2.140775,2.1370133333333334
2020-12-26 23:00:00,2.29438,2.2876533333333335
2020-12-27 00:00:00,2.2307833333333336,2.2289616666666667
2020-12-27 01:00:00,2.21702,2.2123683333333335
2020-12-27 02:00:00,2.1438883333333334,2.133696666666667
2020-12-27 03:00:00,2.248595,2.243035
2020-12-27 04:00:00,2.324545,2.3224466666666665
2020-12-27 05:00:00,2.661016666666667,2.65642
2020-12-27 06:00:00,2.7041333333333335,2.701661666666667
2020-12-27 07:00:00,3.0222350000000002,3.015585
2020-12-27 08:00:00,2.9333666666666667,2.9300383333333335
2020-12-27 09:00:00,2.872908333333333,2.8559083333333333
2020-12-27 10:00:00,2.8957716666666666,2.8911416666666665
2020-12-27 11:00:00,2.42562,2.423128333333333
2020-12-27 12:00:00,2.1755233333333335,2.1737233333333332
2020-12-27 13:00:00,1.8570583333333333,1.8515116666666667
2020-12-27 14:00:00,1.860345,1.858225
2020-12-27 15:00:00,1.8437466666666666,1.8419583333333334
2020-12-27 16:00:00,2.211045,2.2104433333333335
2020-12-27 17:00:00,3.0484666666666667,3.04039
2020-12-27 18:00:00,3.8478433333333335,3.83781
2020-12-27 19:00:00,3.916968333333333,3.914581666666667
2020-12-27 20:00:00,3.7269216666666667,3.718078333333333
2020-12-27 21:00:00,4.307635,4.284678333333333
2020-12-27 22:00:00,4.717911666666667,4.71673
2020-12-27 23:00:00,5.282558333333333,5.281948333333333
2020-12-28 00:00:00,4.080315,4.080315
2020-12-28 01:00:00,4.09381,4.091453333333333
2020-12-28 02:00:00,4.392825,4.38896
2020-12-28 03:00:00,4.462445,4.45734
2020-12-28 04:00:00,4.397583333333333,4.393736666666666
2020-12-28 05:00:00,4.308755,4.30632
2020-12-28 06:00:00,4.559708333333333,4.520326666666667
2020-12-28 07:00:00,4.152896666666667,4.149913333333333
2020-12-28 08:00:00,4.0529,4.028953333333333
2020-12-28 09:00:00,3.642805,3.631295
2020-12-28 10:00:00,3.6458066666666666,3.6355466666666665
2020-12-28 11:00:00,3.8094816666666667,3.7995733333333335
2020-12-28 12:00:00,3.3317433333333333,3.322783333333333
2020-12-28 13:00:00,3.0012616666666667,2.9887
2020-12-28 14:00:00,2.8703933333333334,2.845143333333333
2020-12-28 15:00:00,2.7678133333333332,2.73121
2020-12-28 16:00:00,2.6777933333333332,2.655905
2020-12-28 17:00:00,2.712936170212766,2.6854659574468083
2020-12-28 18:00:00,2.7228683333333334,2.7094366666666665
2020-12-28 19:00:00,2.9522666666666666,2.9437866666666666
2020-12-28 20:00:00,3.6143966666666665,3.6053883333333334
2020-12-28 21:00:00,3.8101233333333333,3.7887733333333333
2020-12-28 22:00:00,3.3878583333333334,3.3835516666666665
2020-12-28 23:00:00,2.2828516666666667,2.2806083333333333
2020-12-29 00:00:00,1.4183016666666666,1.4177166666666667
2020-12-29 01:00:00,0.8389383333333333,0.82804
2020-12-29 02:00:00,0.5666083333333334,0.5654183333333334
2020-12-29 03:00:00,0.47599,0.456005
2020-12-29 04:00:00,0.43704,0.43642833333333336
2020-12-29 05:00:00,0.36927333333333334,0.36711333333333335
